"sti","sex","region","year","prev","lwr","upr"
"CT","Female","Eastern",2020,0.116590700421272,0.0692336944686949,0.196340691177029
"CT","Female","Southern",2020,0.165583559897978,0.119439554857695,0.22955473453626
"CT","Female","Western and Central",2020,0.0458037040947571,0.0233962439225191,0.0896716291618393
"NG","Female","Eastern",2020,0.0170745188545561,0.00838495449776424,0.0347693233388837
"NG","Female","Southern",2020,0.0396020519590675,0.0248235718566547,0.0631787612364997
"NG","Female","Western and Central",2020,0.0255672872225319,0.0126231764303959,0.0517846026730171
"TV","Female","Eastern",2020,0.0752921187155699,0.0381544231723609,0.14857787562586
"TV","Female","Southern",2020,0.0819028364164493,0.0460967859955628,0.145521525377178
"TV","Female","Western and Central",2020,0.092446517584502,0.0537473811047744,0.159009768249759
"CT","Female","SSA",2020,0.0832490065196315,0.0527210478350163,0.113776965204247
"NG","Female","SSA",2020,0.0229897112025089,0.0119721444098003,0.0340072779952174
"TV","Female","SSA",2020,0.0846181686314407,0.0503273935118251,0.118908943751056
